2019-03-15 10:24:23.585 [restartedMain] INFO  com.ewaytek.edf.web.EdfApplication - Starting EdfApplication on WINMICR-REJKJ7E with PID 7172 (started by Administrator in E:\一维大成资料（工作）\Ework\工单管理项目\WorkerOrderManage\ework2.0\edf_web)
2019-03-15 10:24:23.586 [restartedMain] INFO  com.ewaytek.edf.web.EdfApplication - The following profiles are active: dev
2019-03-15 10:24:23.999 [restartedMain] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@1ef3723: startup date [Fri Mar 15 10:24:23 GMT+08:00 2019]; root of context hierarchy
2019-03-15 10:24:24.060 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2019-03-15 10:24:26.467 [restartedMain] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2019-03-15 10:24:26.503 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroConfig' of type [com.ewaytek.edf.web.config.ShiroConfig$$EnhancerBySpringCGLIB$$da0b6061] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:26.830 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mybatis-org.mybatis.spring.boot.autoconfigure.MybatisProperties' of type [org.mybatis.spring.boot.autoconfigure.MybatisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:26.853 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration' of type [org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration$$EnhancerBySpringCGLIB$$34dfb339] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:26.865 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure' of type [com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure$$EnhancerBySpringCGLIB$$1bb7577b] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:27.007 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.alibaba.druid.spring.boot.autoconfigure.stat.DruidFilterConfiguration' of type [com.alibaba.druid.spring.boot.autoconfigure.stat.DruidFilterConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:27.368 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'statFilter' of type [com.alibaba.druid.filter.stat.StatFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:27.599 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceWrapper] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.398 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionFactory' of type [org.apache.ibatis.session.defaults.DefaultSqlSessionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.415 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionTemplate' of type [org.mybatis.spring.SqlSessionTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.416 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.422 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserMapper' of type [com.sun.proxy.$Proxy58] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.425 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserTokenMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.429 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserTokenMapper' of type [com.sun.proxy.$Proxy59] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.434 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysMenuMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.436 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysMenuMapper' of type [com.sun.proxy.$Proxy60] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.441 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserRoleMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.444 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserRoleMapper' of type [com.sun.proxy.$Proxy61] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.448 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysRoleMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.450 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysRoleMapper' of type [com.sun.proxy.$Proxy62] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.452 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserService' of type [com.ewaytek.edf.web.modules.sys.service.impl.SysUserServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.461 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'OAuth2Realm' of type [com.ewaytek.edf.web.oauth.OAuth2Realm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:28.498 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionManager' of type [org.apache.shiro.web.session.mgt.DefaultWebSessionManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:30.796 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:30.910 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:30.946 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$20b6209] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-15 10:24:31.492 [restartedMain] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8080 (http)
2019-03-15 10:24:31.510 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-03-15 10:24:31.511 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.20
2019-03-15 10:24:31.633 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-03-15 10:24:31.634 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 7635 ms
2019-03-15 10:24:32.063 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2019-03-15 10:24:32.064 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2019-03-15 10:24:32.064 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2019-03-15 10:24:32.064 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2019-03-15 10:24:32.064 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'delegatingFilterProxy' to urls: [/*]
2019-03-15 10:24:32.065 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'webStatFilter' to urls: [/*]
2019-03-15 10:24:32.065 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'shiroFilter' to: [/*]
2019-03-15 10:24:32.065 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2019-03-15 10:24:32.066 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'statViewServlet' to [/druid/*]
2019-03-15 10:24:32.067 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'formDataController' to [/formDataController/]
2019-03-15 10:24:32.067 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'streamController' to [/streamController/]
2019-03-15 10:24:32.068 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'tokenController' to [/tokenController/]
2019-03-15 10:24:33.490 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@1ef3723: startup date [Fri Mar 15 10:24:23 GMT+08:00 2019]; root of context hierarchy
2019-03-15 10:24:33.725 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/cqdist/update]}" onto public com.ewaytek.edf.common.entity.R com.ewaytek.edf.web.modules.cqwork.controller.SocietydistlistController.update(com.ewaytek.edf.web.modules.cqwork.entity.SocietydistlistEntity)
2019-03-15 10:24:33.728 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/cqdist/list]}" onto public com.ewaytek.edf.common.entity.Page<com.ewaytek.edf.web.modules.cqwork.entity.SocietydistlistEntity> com.ewaytek.edf.web.modules.cqwork.controller.SocietydistlistController.list(java.util.Map<java.lang.String, java.lang.Object>)
2019-03-15 10:24:33.728 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/cqdist/save]}" onto public com.ewaytek.edf.common.entity.R com.ewaytek.edf.web.modules.cqwork.controller.SocietydistlistController.save(com.ewaytek.edf.web.modules.cqwork.entity.SocietydistlistEntity)
2019-03-15 10:24:33.729 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/cqdist/remove]}" onto public com.ewaytek.edf.common.entity.R com.ewaytek.edf.web.modules.cqwork.controller.SocietydistlistController.batchRemove(java.lang.Long[])
2019-03-15 10:24:33.729 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/cqdist/info]}" onto public com.ewaytek.edf.common.entity.R com.ewaytek.edf.web.modules.cqwork.controller.SocietydistlistController.getById(java.lang.Long)
2019-03-15 10:24:33.729 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/cqdist/distlist]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.ewaytek.edf.web.modules.cqwork.controller.SocietydistlistController.getSelectDistList(javax.servlet.http.HttpServletRequest)
2019-03-15 10:24:33.738 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/update]}" onto public com.ewaytek.edf.common.entity.R com.ewaytek.edf.web.modules.cqwork.controller.WorkorderController.update(com.ewaytek.edf.web.modules.cqwork.entity.WorkorderEntity)
2019-03-15 10:24:33.739 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/list]}" onto public com.ewaytek.edf.common.entity.Page<com.ewaytek.edf.web.modules.cqwork.entity.WorkorderEntity> com.ewaytek.edf.web.modules.cqwork.controller.WorkorderController.list(java.util.Map<java.lang.String, java.lang.Object>)
2019-03-15 10:24:33.739 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/save]}" onto public com.ewaytek.edf.common.entity.R com.ewaytek.edf.web.modules.cqwork.controller.WorkorderController.save(com.ewaytek.edf.web.modules.cqwork.entity.WorkorderEntity)
2019-03-15 10:24:33.739 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/remove]}" onto public com.ewaytek.edf.common.entity.R com.ewaytek.edf.web.modules.cqwork.controller.WorkorderController.batchRemove(java.lang.Long[])
2019-03-15 10:24:33.741 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/info]}" onto public com.ewaytek.edf.common.entity.R com.ewaytek.edf.web.modules.cqwork.controller.WorkorderController.getById(java.lang.Long)
2019-03-15 10:24:33.741 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/gettokenstr]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.ewaytek.edf.web.modules.cqwork.controller.WorkorderController.getUserToken(javax.servlet.http.HttpServletRequest)
2019-03-15 10:24:33.742 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/gettype]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.ewaytek.edf.web.modules.cqwork.controller.WorkorderController.getDataType(java.lang.String)
2019-03-15 10:24:33.743 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/getusername]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.ewaytek.edf.web.modules.cqwork.controller.WorkorderController.getUserType()
2019-03-15 10:24:33.744 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/getusertype]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.ewaytek.edf.web.modules.cqwork.controller.WorkorderController.getUserType(java.lang.String)
2019-03-15 10:24:33.745 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/getproselect]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.ewaytek.edf.web.modules.cqwork.controller.WorkorderController.getProSelect(javax.servlet.http.HttpServletRequest)
2019-03-15 10:24:33.745 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cqwork/expworkorder],methods=[GET]}" onto public void com.ewaytek.edf.web.modules.cqwork.controller.WorkorderController.exportWorkorderExcel(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException
2019-03-15 10:24:33.746 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/cus/update]}" onto public com.ewaytek.edf.common.entity.R com.ewaytek.edf.web.modules.customer.controller.CustomerController.update(com.ewaytek.edf.web.modules.customer.entity.CustomerEntity)
